LokasiID;Komisi;SKPDKode;SKPDNama;UrusanKode;UrusanNama;ProgramKode;ProgramTeks;Kegiatan; Anggaran ;Vol;Satuan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.41;Program Penataan Sistem Manajemen SDM Aparatur;Pengangkatan CPNS Dari Tenaga Honorer Kategori II Di Lingkungan Pemerintah DKI Jakarta;808,796,825;4800;Orang
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.47;Program Pembinaan dan Pengembangan Aparatur;Pembinaan Jabatan Fungsional Di Lingkungan Pemerintah Provinsi DKI Jakarta;149,967,025;3;Rumpun Jabatan Fungsional
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.47;Program Pembinaan dan Pengembangan Aparatur;Sosialisasi Pengembangan Jabatan Fungsional DI Lingkungan Pemerintah Provinsi DKI Jakarta;124,999,745;105;Pegawai dan 3 jabfung yang baru
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.47;Program Pembinaan dan Pengembangan Aparatur;Supervisi Dan Pembinaan Praja IPDN Pemerintah Provinsi DKI Jakarta;54,999,095;2;Kali pelaksanaan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.46;Program Peningkatan Kapasitas Sumber Daya Aparatur DKI;Penyusunan Buku Peraturan Kepegawaian;119,995,225;850;Buku
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.46;Program Peningkatan Kapasitas Sumber Daya Aparatur DKI;Rakor dan Rakernis Kepegawaian Tingkat Provinsi DKI Jakarta;249,999,870;4;Kali Pelaksanaan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.66;Program Peningkatan Kualitas Pelayanan Publik Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Penyediaan Transport Kegiatan BKD;49,999,840;12;Bulan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.67;Program Peningkatan Kapasitas Sumber Daya Aparatur Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Pengembangan Wawasan Pegawai BKD Provinsi DKI Jakarta;199,999,930;40;Orang
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.68;Program Pengembangan Sistem Pengelolaan Kinerja Pembangunan SKPD Urusan Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;Evaluasi Kegiatan BKD Tahun 2014 dan Penyusunan RKA BKD Provinsi DKI Jakarta Tahun 2015;74,999,840;2;Laporan
0;1;1.20.019;BADAN KEPEGAWAIAN DAERAH;1.2;Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian;1.20.46;Program Peningkatan Kapasitas Sumber Daya Aparatur DKI;Sosialisasi Peraturan Kepegawaian;129,999,955;180;Pegawai
