LokasiID,Komisi,SKPDKode,SKPDNama,UrusanKode,UrusanNama,ProgramKode,ProgramTeks,Kegiatan, Anggaran ,Vol,Satuan
3,1,1.20.165,Kelurahan Kalianyar - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,sosialisasi penanggulangan bencana kelurahan kalianyar,"40,000,000",200,orang
5,1,1.20.343,Kelurahan Cakung Timur - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyuluhan Narkoba dan HIV AIDS Untuk Kepemudaan,"49,000,000",1,Paket
5,1,1.20.294,Kelurahan Kramat Jati - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Alat Penanggulangan Kebakaran Dini otomatis,"130,000,000",40,Paket
5,1,1.20.294,Kelurahan Kramat Jati - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan obat Rancun Tikus mati kering,"7,020,000",540,Bungkus
2,1,1.20.112,Kelurahan Cilincing - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Sarana & Sarana Kebersihan Lingkungan,"81,600,000",12,set
5,1,1.20.324,Kelurahan Utan Kayu Selatan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan tempat sampah pilah  ( organik dan non organik) di  Kelurahan Utan Kayu Selatan,"143,500,000",42,unit
5,1,1.20.324,Kelurahan Utan Kayu Selatan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan sarana penunjang kegiatan Jumantik untuk petugas Jumantik di Kelurahan Utan Kayu Selatan,"74,232,000",346,set
5,1,1.20.344,Kelurahan Cakung Barat - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan Perlengkapan Keamanan,"50,000,000",10,Lokasi
2,1,1.20.079,Kecamatan Penjaringan - JAKUT,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.26,Program Peningkatan Kapasitas Pemerintahan Kecamatan,"Pengurasan Saluran Air Jl. Pluit Karang Manis, Pluit Karang Sari","54,120,000",240,m3
5,1,1.20.276,Kecamatan Ciracas - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.26,Program Peningkatan Kapasitas Pemerintahan Kecamatan,"Pemeliharaan Saluran Air RT 002, 005, 007, 009 RW 05 Kelurahan Ciracas","60,000,000",300,M3
5,1,1.20.324,Kelurahan Utan Kayu Selatan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyelenggaraan sosialisasi Pola Hidup Bersih dan Sehat di Kelurahan Utan Kayu Selatan,"45,000,000",1,paket
5,1,1.20.311,Kelurahan Cipinang Muara - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan gerobak sampah,"128,000,000",64,unit
5,1,1.20.344,Kelurahan Cakung Barat - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Peningkatan Wawasan Kader Jumantik,"90,000,000",10,Lokasi
3,1,1.20.165,Kelurahan Kalianyar - JAKBAR,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,pengurasan saluran air lingkungan (lebar < 50 cm)  RW. 02 kelurahan kalianyar,"23,000,000",220,m3
5,1,1.20.343,Kelurahan Cakung Timur - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pengadaan Sarana dan Prasarana Posyandu,"192,400,000",1,Paket
5,1,1.20.324,Kelurahan Utan Kayu Selatan - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan sarana penghijauan lingkungan (pohon) di Kelurahan Utan Kayu Selatan,"83,040,000",1384,pohon
5,1,1.20.294,Kelurahan Kramat Jati - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Penyediaan mesin potong Pohon penghijauan,"15,000,000",2,Unit
5,1,1.20.326,Kelurahan Kayu Manis - JAKTIM,1.2,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.27,Program Peningkatan Kapasitas Pemerintahan Kelurahan,Pelatihan Ketrampilan (Kewirausahaan) di Kelurahan Kayu Manis,"60,000,000",100,orang
